"raw_text","aspectTerms"
"This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"This was the worst dining experience I've ever had.","[{'term': 'dining experience', 'polarity': 'negative'}]"
"This wasn't the expected menu comprised only of pad thai and tom yum soup, but I thought that was what made the place so special.","[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'pad thai', 'polarity': 'neutral'}, {'term': 'tom yum soup', 'polarity': 'neutral'}]"
"Thius is a must for anyone who loves Shabu-Shabu.","[{'term': 'Shabu-Shabu', 'polarity': 'positive'}]"
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.","[{'term': 'Spider Roll', 'polarity': 'conflict'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'shell crab', 'polarity': 'positive'}]"
"Though you will undoubtedly be seated at a table with what seems like barely enough room (no matter what the size of your party), the warm atomosphere is worth the cramped quarters- you'll have fun and forgot about the tight spot you're in.","[{'term': 'table', 'polarity': 'negative'}, {'term': 'atomosphere', 'polarity': 'positive'}, {'term': 'room', 'polarity': 'negative'}, {'term': 'spot', 'polarity': 'negative'}]"
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.","[{'term': 'mussels', 'polarity': 'positive'}, {'term': 'puff pastry goat cheese', 'polarity': 'positive'}, {'term': 'salad with a delicious dressing', 'polarity': 'positive'}, {'term': 'hanger steak au poivre', 'polarity': 'positive'}, {'term': 'courses', 'polarity': 'neutral'}]"
"Three of us arrived for dinner about 5:30 on a week night without reservations.","[{'term': 'dinner', 'polarity': 'neutral'}, {'term': 'reservations', 'polarity': 'neutral'}]"
"Three page wine menu, one page entree and horedevous.","[{'term': 'wine menu', 'polarity': 'positive'}, {'term': 'entree', 'polarity': 'positive'}, {'term': 'horedevous', 'polarity': 'positive'}]"
"Threw my fiance's surprise 30th birthday dinner here couldn't be happier.","[{'term': 'dinner', 'polarity': 'neutral'}]"
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.","[{'term': 'food', 'polarity': 'positive'}]"
"To begin, we were told there was a 30 minute wait and started to leave, when the hostess offered to call us on our cell phone when the table was ready.","[{'term': 'hostess', 'polarity': 'positive'}, {'term': 'wait', 'polarity': 'negative'}, {'term': 'table', 'polarity': 'positive'}]"
"To celebrate a birthday, three of us went to Mare anticipating great food.","[{'term': 'food', 'polarity': 'neutral'}]"
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.","[{'term': 'dessert', 'polarity': 'positive'}, {'term': 'White Chocolate Bread Pudding with Gelato and hot chocolate', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'positive'}]"
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.","[{'term': 'hostess', 'polarity': 'negative'}, {'term': 'busboy', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'neutral'}]"
"Told us to sit anywhere, and when we sat he said the table was reserved.","[{'term': 'table', 'polarity': 'negative'}]"
"Too bad the food wasn't of the same heritage.","[{'term': 'food', 'polarity': 'negative'}]"
"Took my mom for Mother's Day, and the maitre d' was pretty rude.","[{'term': ""maitre d'"", 'polarity': 'negative'}]"
"Toons has recently been redone, so it's now a very attractive space.","[{'term': 'space', 'polarity': 'positive'}]"
"Top spot in town for Vietnamese classics, better than places that cost a lot more.","[{'term': 'Vietnamese classics', 'polarity': 'positive'}]"
"Total hipster-wannabe attitude in an otherwise sweet spot.","[{'term': 'spot', 'polarity': 'positive'}]"
"Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.","[{'term': 'Traditional French decour', 'polarity': 'positive'}, {'term': 'hall', 'polarity': 'negative'}]"
"Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.","[{'term': 'pad see ew', 'polarity': 'neutral'}, {'term': 'dishes', 'polarity': 'positive'}]"
"Truly the mark of an attentive waiter.","[{'term': 'waiter', 'polarity': 'positive'}]"
"Try green curry with vegetables.","[{'term': 'green curry with vegetables', 'polarity': 'positive'}]"
"Try ordering from the regular menu, then you would not regret!","[{'term': 'menu', 'polarity': 'positive'}]"
"Try sushimi cucumber roll.","[{'term': 'sushimi cucumber roll', 'polarity': 'positive'}]"
"Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.","[{'term': 'Pad Se-Ew', 'polarity': 'positive'}, {'term': 'Chicken with Cashew Nuts', 'polarity': 'positive'}]"
"Try the Pad Thai, it's fabulous and their prices are so cheap!","[{'term': 'Pad Thai', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
"Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.)","[{'term': 'Times Square cocktail', 'polarity': 'positive'}, {'term': 'ginger lemonade with vodka', 'polarity': 'positive'}]"
"Try the cheesecake!","[{'term': 'cheesecake', 'polarity': 'positive'}]"
"Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.","[{'term': 'chocolate mud cake (warmed)', 'polarity': 'positive'}, {'term': 'dulce de leche gelato', 'polarity': 'positive'}]"
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.","[{'term': 'congee', 'polarity': 'positive'}, {'term': 'bread', 'polarity': 'positive'}, {'term': 'donut like deep fried dough they call Ow Ley Soh', 'polarity': 'positive'}]"
"Try the crunchy tuna, it is to die for.","[{'term': 'crunchy tuna', 'polarity': 'positive'}]"
"Try the green curry!!!","[{'term': 'green curry', 'polarity': 'positive'}]"
"Try the hot dogs too, they're snappy and delicious.","[{'term': 'hot dogs', 'polarity': 'positive'}]"
"Try the lasagnette appetizer.","[{'term': 'lasagnette appetizer', 'polarity': 'positive'}]"
"Try the lobster teriyaki and the rose special roll.","[{'term': 'lobster teriyaki', 'polarity': 'positive'}, {'term': 'rose special roll', 'polarity': 'positive'}]"
"Try the mediterranean salad, it is a true experience for your taste buds!!","[{'term': 'mediterranean salad', 'polarity': 'positive'}]"
"Try the olive cream cheese or the lox spread on a whole wheat everything bagel.","[{'term': 'olive cream cheese', 'polarity': 'positive'}, {'term': 'lox spread', 'polarity': 'positive'}, {'term': 'bagel', 'polarity': 'neutral'}]"
"Try the sea bass.","[{'term': 'sea bass', 'polarity': 'positive'}]"
"Try the spicy wontons and the salt pepper shrimps.","[{'term': 'spicy wontons', 'polarity': 'positive'}, {'term': 'salt pepper shrimps', 'polarity': 'positive'}]"
"Try the tandoori salmon!","[{'term': 'tandoori salmon', 'polarity': 'positive'}]"
"Try their plain pizza with fresh garlic or eggplant.","[{'term': 'plain pizza', 'polarity': 'positive'}, {'term': 'garlic', 'polarity': 'positive'}, {'term': 'eggplant', 'polarity': 'positive'}]"
"Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'price', 'polarity': 'positive'}]"
"Turned out there was full service upstairs and sat down.","[{'term': 'service', 'polarity': 'positive'}]"
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.","[{'term': 'dishes', 'polarity': 'positive'}, {'term': 'menu', 'polarity': 'neutral'}]"
"Two words: Free wine.","[{'term': 'wine', 'polarity': 'positive'}]"
"Ummm...the beer was cold.","[{'term': 'beer', 'polarity': 'positive'}]"
"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.","[{'term': 'food', 'polarity': 'positive'}]"
"Unfortunately, the food was NOT something to get worked up about.","[{'term': 'food', 'polarity': 'negative'}]"
"Unique apppetizers.","[{'term': 'apppetizers', 'polarity': 'positive'}]"
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.","[{'term': 'place', 'polarity': 'negative'}, {'term': 'place', 'polarity': 'negative'}]"
"Unlike HH up the block, this place actually gives you hearty and hot bagels this town is known for.","[{'term': 'bagels', 'polarity': 'positive'}]"
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","[{'term': 'sandwiches', 'polarity': 'negative'}, {'term': 'price', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'positive'}]"
"Until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.","[{'term': 'wait', 'polarity': 'negative'}]"
"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts.","[{'term': 'owners', 'polarity': 'positive'}, {'term': 'hosts', 'polarity': 'positive'}]"
"Usually 3 vs. 4 items per dish.","[{'term': 'dish', 'polarity': 'neutral'}]"
"VT is what baby pizzas hope to be when they grow up.","[{'term': 'baby pizzas', 'polarity': 'neutral'}]"
"Veal Parmigana - Better than Patsy's!","[{'term': 'Veal Parmigana', 'polarity': 'positive'}]"
"Very affordable and excellent ambient!","[{'term': 'ambient', 'polarity': 'positive'}]"
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.","[{'term': 'Chef', 'polarity': 'negative'}]"
"Very good service and very good prices.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'prices', 'polarity': 'positive'}]"
"Very good wine choices.","[{'term': 'wine choices', 'polarity': 'positive'}]"
"Very popular style Izakaya (Sake and small portion of sake-friendly dishes ).","[{'term': 'Sake', 'polarity': 'positive'}, {'term': 'dishes', 'polarity': 'positive'}, {'term': 'portion', 'polarity': 'neutral'}]"
"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.","[{'term': 'wine', 'polarity': 'positive'}, {'term': 'ambience', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}]"
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.","[{'term': 'service', 'polarity': 'positive'}]"
"Wait staff is blantently unappreciative of your business but its the best pie on the UWS!","[{'term': 'Wait staff', 'polarity': 'negative'}, {'term': 'pie', 'polarity': 'positive'}]"
"Waiters are slow but sweet.","[{'term': 'Waiters', 'polarity': 'conflict'}]"
"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.","[{'term': 'Waiters', 'polarity': 'negative'}, {'term': 'food portions', 'polarity': 'negative'}, {'term': 'drinks', 'polarity': 'neutral'}, {'term': 'entree', 'polarity': 'negative'}]"
"Waitstaff are very friendly.","[{'term': 'Waitstaff', 'polarity': 'positive'}]"
"Waitstaff is great, very attentive.","[{'term': 'Waitstaff', 'polarity': 'positive'}]"
"Warm and friendly in the winter and terrific outdoor seating in the warmer months.","[{'term': 'outdoor seating', 'polarity': 'positive'}]"
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).","[{'term': 'surroundings', 'polarity': 'positive'}, {'term': 'dining rooms', 'polarity': 'neutral'}]"
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.","[{'term': 'quality', 'polarity': 'positive'}, {'term': 'care', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'specials', 'polarity': 'neutral'}]"
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'service', 'polarity': 'neutral'}, {'term': 'tip', 'polarity': 'negative'}]"
"We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.","[{'term': 'chinese food', 'polarity': 'positive'}]"
"We all ate pasta entre'es, which were great.","[{'term': ""pasta entre'es"", 'polarity': 'positive'}]"
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.","[{'term': 'menu', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"We also had shared a house salad that was fresh.","[{'term': 'house salad', 'polarity': 'positive'}]"
"We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.","[{'term': 'hot dogs', 'polarity': 'neutral'}, {'term': 'menu', 'polarity': 'neutral'}]"
"We always get a sampling of appetizers and share.","[{'term': 'appetizers', 'polarity': 'neutral'}]"
"We always have a delicious meal and always leave feeling satisfied.","[{'term': 'meal', 'polarity': 'positive'}]"
"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.","[{'term': 'sushi', 'polarity': 'positive'}, {'term': 'ceviche mix (special)', 'polarity': 'positive'}, {'term': 'crab dumplings', 'polarity': 'positive'}, {'term': 'assorted sashimi', 'polarity': 'positive'}, {'term': 'sushi', 'polarity': 'positive'}, {'term': 'rolls', 'polarity': 'positive'}, {'term': 'sake', 'polarity': 'positive'}, {'term': 'banana tempura', 'polarity': 'positive'}]"
"We arrived for dinner expecting to be impressed by a place that has an impressive past - but, that's just it -- the PAST!","[{'term': 'dinner', 'polarity': 'neutral'}]"
"We arrived on time for our reservation and seated promptly.The","[{'term': 'reservation', 'polarity': 'positive'}]"
"We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty.","[{'term': 'room', 'polarity': 'neutral'}, {'term': 'area', 'polarity': 'negative'}]"
"We ate at this Thai place following the reviews but very unhappy with the foods.","[{'term': 'foods', 'polarity': 'negative'}]"
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.","[{'term': 'pre-theatre 3-course dinner', 'polarity': 'neutral'}, {'term': 'wine flight', 'polarity': 'neutral'}]"
"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.","[{'term': 'back patio', 'polarity': 'positive'}, {'term': 'music', 'polarity': 'positive'}]"
"We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.","[{'term': 'bar', 'polarity': 'neutral'}]"
"We began with the cheese fondue (the artisanal blend) and added apples and kielbasa to dip.","[{'term': 'cheese fondue', 'polarity': 'neutral'}, {'term': 'kielbasa', 'polarity': 'neutral'}, {'term': 'apples', 'polarity': 'neutral'}]"
"We both opted for a pasta dish and they were served timely and fresh.","[{'term': 'pasta dish', 'polarity': 'positive'}, {'term': 'served', 'polarity': 'positive'}]"
"We concluded with tiramisu chocolate cake, both were delicious.","[{'term': 'tiramisu chocolate cake', 'polarity': 'positive'}]"
"We could have made a meal of the yummy dumplings from the dumpling menu.","[{'term': 'dumplings', 'polarity': 'positive'}, {'term': 'meal', 'polarity': 'positive'}, {'term': 'dumpling menu', 'polarity': 'positive'}]"
"We could not catch our waiter's eye, and he ignored us.","[{'term': 'waiter', 'polarity': 'negative'}]"
"We could only get through an appetizer and cheese fondue.","[{'term': 'appetizer', 'polarity': 'neutral'}, {'term': 'cheese fondue', 'polarity': 'neutral'}]"
"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down.","[{'term': 'waitress', 'polarity': 'negative'}, {'term': 'servants', 'polarity': 'negative'}]"
"We did have to wait at the bar for approx.","[{'term': 'bar', 'polarity': 'neutral'}]"
"We didn't even see a menu, as our waiter described both the specials and the main dishes.","[{'term': 'menu', 'polarity': 'neutral'}, {'term': 'main dishes', 'polarity': 'neutral'}, {'term': 'waiter', 'polarity': 'positive'}, {'term': 'specials', 'polarity': 'neutral'}]"
"We didn't get drink refills and she didn't even offer us the option of dessert.","[{'term': 'drink refills', 'polarity': 'negative'}, {'term': 'dessert', 'polarity': 'neutral'}]"
"We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.","[{'term': 'Gulab Jamun (dessert)', 'polarity': 'positive'}, {'term': 'waiter', 'polarity': 'positive'}]"
"We ended the dinner with a surprisingly light and flaky apple tarte tatin.","[{'term': 'apple tarte tatin', 'polarity': 'positive'}, {'term': 'dinner', 'polarity': 'neutral'}]"
"We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.","[{'term': 'Manager', 'polarity': 'positive'}]"
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.","[{'term': 'Argentinian Pizza', 'polarity': 'neutral'}, {'term': 'lunch', 'polarity': 'neutral'}, {'term': 'Pelligrino', 'polarity': 'positive'}, {'term': 'pizza', 'polarity': 'positive'}, {'term': 'goat cheese', 'polarity': 'positive'}, {'term': 'blue cheese', 'polarity': 'positive'}]"
"We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.","[{'term': 'food', 'polarity': 'neutral'}, {'term': 'prix fixe', 'polarity': 'neutral'}]"
"We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?","[{'term': 'sake', 'polarity': 'neutral'}]"
"We got in line and were served while in line a bannan fritter.","[{'term': 'bannan fritter', 'polarity': 'neutral'}, {'term': 'served', 'polarity': 'neutral'}]"
"We had Pam's special fried fish and it was amazing.","[{'term': ""Pam's special fried fish"", 'polarity': 'positive'}]"
"We had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.","[{'term': 'brunch', 'polarity': 'positive'}, {'term': 'mimosas', 'polarity': 'positive'}]"
"We had a girls' night dinner here for restaurant week.","[{'term': 'dinner', 'polarity': 'neutral'}]"
"We had a great tiem watching the shows and characters and ar food was just what we were looking for.","[{'term': 'shows', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'characters', 'polarity': 'positive'}]"
"We had a party in their private room and they made it truly memorable and were very helpful in the planning.","[{'term': 'private room', 'polarity': 'neutral'}]"
"We had a wonderful meal at Naples 45 a month ago on a visit to NYC.","[{'term': 'meal', 'polarity': 'positive'}]"
"We had champagne and caviar and felt like princesses!","[{'term': 'champagne', 'polarity': 'positive'}, {'term': 'caviar', 'polarity': 'positive'}]"
"We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.","[{'term': 'crawfish boiled', 'polarity': 'positive'}]"
"We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house.","[{'term': 'desserts', 'polarity': 'positive'}, {'term': 'cannoli', 'polarity': 'positive'}, {'term': 'after dinner drink', 'polarity': 'positive'}]"
"We had reservations at 9pm, but was not seated until 10:15pm.","[{'term': 'reservations', 'polarity': 'negative'}]"
"We had the lobster sandwich and it was FANTASTIC.","[{'term': 'lobster sandwich', 'polarity': 'positive'}]"
"We had the most wonderful waitress.","[{'term': 'waitress', 'polarity': 'positive'}]"
"We had the pot-stickers which were great and a tempura dish that was great.","[{'term': 'pot-stickers', 'polarity': 'positive'}, {'term': 'tempura dis', 'polarity': 'positive'}]"
"We had the scallops as an appetizer and they were delicious and the sauce was wonderful.","[{'term': 'scallops', 'polarity': 'positive'}, {'term': 'appetizer', 'polarity': 'positive'}, {'term': 'sauce', 'polarity': 'positive'}]"
"We have been to this place many times, and always have great food, wine, and service.","[{'term': 'food', 'polarity': 'positive'}, {'term': 'wine', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.","[{'term': 'meal', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}, {'term': 'tip', 'polarity': 'positive'}]"
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.","[{'term': 'dessert menu', 'polarity': 'neutral'}, {'term': 'tip', 'polarity': 'positive'}]"
"We left after one drink.","[{'term': 'drink', 'polarity': 'neutral'}]"
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).","[{'term': 'bagels', 'polarity': 'neutral'}]"
"We love the food, drinks, and atmosphere!","[{'term': 'food', 'polarity': 'positive'}, {'term': 'drinks', 'polarity': 'positive'}, {'term': 'atmosphere', 'polarity': 'positive'}]"
"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.","[{'term': 'scenery', 'polarity': 'positive'}, {'term': 'dinner reservations', 'polarity': 'positive'}]"
"We only ordered desserts and drinks, but no refills were offered.","[{'term': 'desserts', 'polarity': 'neutral'}, {'term': 'drinks', 'polarity': 'neutral'}]"
"We ordered a tuna melt - it came with out cheese which just made it a tuna sandwich.","[{'term': 'tuna melt', 'polarity': 'negative'}, {'term': 'cheese', 'polarity': 'neutral'}, {'term': 'tuna sandwich', 'polarity': 'negative'}]"
"We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.","[{'term': 'beef', 'polarity': 'negative'}, {'term': 'noodle soup dishes', 'polarity': 'negative'}, {'term': 'menu', 'polarity': 'negative'}]"
"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.","[{'term': 'chicken casserole', 'polarity': 'negative'}, {'term': 'chicken', 'polarity': 'negative'}, {'term': 'meat', 'polarity': 'negative'}]"
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.","[{'term': 'grilled branzino', 'polarity': 'negative'}]"
"We parked on the block of Nina's the place looked nice, with people obviously enjoying their pizzas.","[{'term': 'place', 'polarity': 'positive'}, {'term': 'pizzas', 'polarity': 'positive'}]"
"We ran a little late for the reservation but it wasn't a problem to get our table immediately.","[{'term': 'reservation', 'polarity': 'neutral'}, {'term': 'table', 'polarity': 'positive'}]"
"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.","[{'term': 'outdoor seating', 'polarity': 'positive'}]"
"We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.","[{'term': 'dim sum dish', 'polarity': 'negative'}]"
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.","[{'term': 'bottle of sake', 'polarity': 'neutral'}, {'term': 'edamames', 'polarity': 'neutral'}, {'term': 'sushi plat', 'polarity': 'neutral'}, {'term': 'sashimi', 'polarity': 'neutral'}]"
"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.","[{'term': 'lox', 'polarity': 'positive'}, {'term': 'mussels', 'polarity': 'positive'}, {'term': 'cod', 'polarity': 'neutral'}, {'term': 'trout', 'polarity': 'neutral'}, {'term': 'dinner', 'polarity': 'neutral'}]"
"We thought that this place is using too much of MSG cooking in the foods.","[{'term': 'foods', 'polarity': 'negative'}, {'term': 'MSG cooking', 'polarity': 'negative'}]"
"We took advanatage of the half price sushi deal on saturday so it was well worth it.","[{'term': 'half price sushi deal', 'polarity': 'positive'}]"
"We usually just get some of the dinner specials and they are very reasonably priced and very tasty.","[{'term': 'dinner specials', 'polarity': 'positive'}, {'term': 'priced', 'polarity': 'positive'}]"
"We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.","[{'term': 'menu selections', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'positive'}]"
"We visited Orsay during NY Restaurant Week and tried their $35 menu.","[{'term': 'menu', 'polarity': 'neutral'}]"
"We walked in on a Wednesday night and were seated promptly.","[{'term': 'seated', 'polarity': 'positive'}]"
"We went around 9:30 on a Friday and it had died down a bit by then so the service was great!","[{'term': 'service', 'polarity': 'positive'}]"
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.","[{'term': 'lunch', 'polarity': 'neutral'}, {'term': 'food', 'polarity': 'positive'}]"
"We went to eat at the Jekyll and Hyde restaurant on Friday night and really enjoyed the fun atmosphere and good food.","[{'term': 'atmosphere', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"We were a group of 8 and well seved.","[{'term': 'seved', 'polarity': 'positive'}]"
"We were also seated promptly at the time of our reservation and the service was very quick and professional.","[{'term': 'service', 'polarity': 'positive'}, {'term': 'reservation', 'polarity': 'positive'}]"
"We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.","[{'term': 'pre-fixe menu', 'polarity': 'negative'}, {'term': 'choices per course', 'polarity': 'neutral'}, {'term': 'ordering a la carte', 'polarity': 'negative'}]"
"We were fans of the half-price Saturday night option until some inedible squid during a recent visit.","[{'term': 'squid', 'polarity': 'negative'}, {'term': 'half-price Saturday night option', 'polarity': 'positive'}]"
"We were fast to order the appetizer platter since we were very hungry.","[{'term': 'appetizer platter', 'polarity': 'neutral'}]"
"We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.","[{'term': 'food', 'polarity': 'neutral'}]"
"We were looking forward to nice glass of Sangria when we arrived.","[{'term': 'glass of Sangria', 'polarity': 'positive'}]"
"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?","[{'term': 'food', 'polarity': 'neutral'}]"
"We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.","[{'term': 'dessert', 'polarity': 'neutral'}, {'term': 'waitress', 'polarity': 'negative'}, {'term': 'bill', 'polarity': 'neutral'}]"
"We were seated and ignored by waitstaff.","[{'term': 'waitstaff', 'polarity': 'negative'}]"
"We were seated outside and the waiter spilled red wine and hot tea on myself and my date.","[{'term': 'waiter', 'polarity': 'negative'}, {'term': 'red wine', 'polarity': 'neutral'}, {'term': 'hot tea', 'polarity': 'neutral'}, {'term': 'outside', 'polarity': 'neutral'}]"
"We were seated promptly as we had reservations, however after that the service was slow.","[{'term': 'reservations', 'polarity': 'positive'}, {'term': 'service', 'polarity': 'negative'}]"
"We were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.","[{'term': 'sangria', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'bar', 'polarity': 'neutral'}, {'term': 'bartender', 'polarity': 'negative'}]"
"We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.","[{'term': 'wait', 'polarity': 'neutral'}]"
"We were told that they were booked solid and no other table was available.","[{'term': 'table', 'polarity': 'negative'}]"
"We were very surprised by how good the food was on our first visit here on a Sunday night.","[{'term': 'food', 'polarity': 'positive'}]"
"We were walking around the village and went into this place just for some drinks.","[{'term': 'drinks', 'polarity': 'neutral'}]"
"We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.","[{'term': 'staff', 'polarity': 'positive'}, {'term': 'manager', 'polarity': 'positive'}, {'term': 'menu selections', 'polarity': 'positive'}]"
"We were worried we would have trouble getting in, but somehow managed to have a short wait.","[{'term': 'wait', 'polarity': 'positive'}]"
"We won't go to this place again for a good meal.","[{'term': 'meal', 'polarity': 'negative'}]"
"We would like to thank Marcelo and Grace for a wonderful dining experience!!!","[{'term': 'dining', 'polarity': 'positive'}]"
"We've been following chef Lyle's food around New York for 15 years and while remaining classic, his innovations with bistro fare have made us return and return.","[{'term': 'bistro fare', 'polarity': 'positive'}, {'term': 'chef', 'polarity': 'positive'}, {'term': 'food', 'polarity': 'positive'}]"
"We've been to Grocery three times and not once has an item on the menu disappointed.","[{'term': 'menu', 'polarity': 'positive'}]"
"We've never had any problems with the staff but maybe we've been lucky?","[{'term': 'staff', 'polarity': 'positive'}]"
"We've only eaten in the restaurant once, but we have ordered many times for dinner.","[{'term': 'dinner', 'polarity': 'neutral'}]"
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.","[{'term': 'staff', 'polarity': 'negative'}]"
"Well, their deliveries take for ever and the food is usually cold.","[{'term': 'deliveries', 'polarity': 'negative'}, {'term': 'food', 'polarity': 'negative'}]"
"Well, this place is so Ghetto its not even funny.","[{'term': 'place', 'polarity': 'negative'}]"
"Went for a late weekday lunch.","[{'term': 'lunch', 'polarity': 'neutral'}]"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!","[{'term': 'place', 'polarity': 'positive'}, {'term': 'oyster', 'polarity': 'neutral'}, {'term': 'Fish', 'polarity': 'neutral'}]"
"Went on a double date with friend and his girlfriend for a few drinks and appetizers.","[{'term': 'drinks', 'polarity': 'neutral'}, {'term': 'appetizers', 'polarity': 'neutral'}]"
